S.No,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
892,Raúl Guti,ESP,MF,Elche,La Liga,25,1996,5,3,251,2.8,0,0.71,0.36,50,0,0,17,0,0,0,25.7,32.5,79.1,472.1,116.1,13.2,16.4,80.4,9.29,10.4,89.7,2.86,5,57.1,0,0,3.93,0,0,1.43,32.5,32.1,0.36,0.36,0,4.29,2.14,0.71,0,0,0,0,23.2,3.93,5.36,3.21,27.5,1.07,0,0,25.7,0,0.71,0.71,0.36,0.36,0,0,0,0.36,0,0,0,0,0,0,0,0,0,2.86,2.5,1.07,1.79,0,1.07,2.86,37.5,1.79,17.9,6.43,36,8.93,6.79,2.14,0.36,0,0,0.36,1.43,4.29,0.71,0,43.9,2.14,12.1,22.9,12.9,0.71,43.6,0,0,0,0,0,28.6,139.3,68.2,2.5,1.79,0,1.07,2.5,31.1,28.9,93.1,2.14,0.36,0,0,1.07,2.86,0,0.71,2.5,0,0,0,7.86,0.71,1.79,28.6
893,Miguel Gutiérrez,ESP,DF,Girona,La Liga,21,2001,8,7,581,6.5,0,0.92,0.31,33.3,0,0,29.9,0,0,0,39.7,48.5,81.9,674,205.5,20.9,22.9,91.3,14.3,18,79.5,3.85,6.15,62.5,0.15,0.77,2.62,1.08,0.62,4.62,48.5,40.6,7.85,0.62,0.15,5.69,1.54,2.46,0.15,0,0,0,31.8,9.54,7.08,37.2,3.38,0.77,7.08,0,39.7,0.31,0.77,0.62,1.23,1.69,1.69,0,0,0,0,0,0.46,0.46,0,0,0,0,0,1.38,0.46,0.92,0.46,0,0.62,0.92,66.7,0.31,9.08,2.46,27.1,4.15,3.54,1.38,1.08,0.15,0,0.92,0.92,2.31,0.92,0,58.5,1.85,16.6,23.4,22.6,2,50.6,1.38,2.62,52.9,1.38,0.46,40.5,217.8,121.5,6.77,2.92,0.62,1.08,1.54,40.9,38.3,93.6,2.15,0.31,0,0,0.92,1.08,0,2.46,0.46,0,0,0,7.23,0,0.92,0
894,Joško Gvardiol,CRO,DF,RB Leipzig,Bundesliga,20,2002,8,4,429,4.8,0,1.04,0.21,20,0,0,14.8,0,0,0,76.3,85.2,89.5,1614,574.4,21,21.9,96.2,43.5,45.6,95.4,11.3,16.7,67.5,0,0.42,5,0.21,0,5.63,85.2,82.7,2.5,1.88,0,6.88,2.5,0.21,0,0,0,0,71,3.54,10.6,52.9,29.2,0.83,0.63,0.42,76.3,0,0.63,2.08,0.42,0.83,0.63,0,0,0.21,0,0,0,0,0,0,0,0,0,0.83,0.63,0.21,0.42,0.21,0.42,0.63,66.7,0.21,6.88,2.08,30.3,3.54,3.13,0.21,2.71,1.04,0,1.67,1.46,2.29,2.92,0,94.2,11.5,42.5,53.5,4.79,1.04,91.7,0.63,1.04,60,0.63,0,74,405.4,207.7,4.79,0.83,0,0,0.21,74.8,74,98.9,0,0,0,0,0.42,1.25,0,0.21,0.63,0,0,0.21,9.79,2.29,1.46,61.1
895,Emmanuel Gyasi,GHA,FWDF,Spezia,Serie A,28,1994,8,8,649,7.2,0,1.11,0.42,37.5,0,0,13.8,0,0,0,20.3,24.7,82,275.4,73.1,11.8,13.2,89.5,6.81,8.33,81.7,0.69,1.25,55.6,0,0.56,0.56,0.42,0,1.39,24.7,20.4,4.31,0.14,0,4.17,0.28,0.69,0.28,0,0,0,17.8,5,1.94,3.19,17.6,0.83,2.64,0.14,20.3,0,0.83,0.56,1.11,1.25,1.11,0,0,0.14,0,0,0,0,0,0,0,0,0,1.39,1.11,0.69,0.56,0.14,0.28,0.69,40,0.42,11.1,4.03,36.3,3.47,3.89,3.75,1.11,0.14,0,0.97,0.69,2.08,0.56,0,33.1,1.25,6.67,14.3,14.7,2.22,28.9,0,0.69,0,0.28,0,20.8,123.1,53.6,2.22,0.42,0.56,1.67,1.25,33.8,19.9,58.8,3.61,0.42,0,0,1.25,0.83,1.53,0.69,1.11,0,0,0,4.72,0.56,1.94,22.2
896,Norbert Gyömbér,SVK,DF,Salernitana,Serie A,30,1992,7,6,451,5,0,0,0,0,0,0,0,0,0,0,40.2,45.4,88.5,865,281.8,10.6,12.2,86.9,21.4,22,97.3,7.4,9.6,77.1,0,0.2,3.2,0,0,3.2,45.4,43.8,1.6,1.4,0,4.2,2,0,0,0,0,0,34.2,4.4,6.8,5.6,35.2,2.6,0.2,0.6,40.2,0,1.4,0.4,0.8,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,1.8,0.8,1.4,0.4,0,0.6,1,60,0.4,8.4,3.2,38.1,6.4,2,0,1.8,1.6,0,0.2,0.8,2.6,3.8,0,53.4,9.2,28.6,27,0.6,0,51.8,0,0,0,0,0,29.2,177,95.8,2.6,0,0,0,0,32,31.8,99.4,0,0.6,0,0,1,0.2,0,0,0.8,0,0.2,0,10.8,2,2.2,47.6
897,Christian Gytkjær,DEN,FW,Monza,Serie A,32,1990,6,0,125,1.4,0.71,3.57,1.43,40,0.2,0.5,11.2,0,0,0,10,16.4,60.9,186.4,30.7,4.29,7.14,60,3.57,5,71.4,2.14,2.14,100,0,1.43,0.71,1.43,0.71,0.71,16.4,15,1.43,0,0,6.43,0,0.71,0,0,0,0,12.1,2.14,2.14,4.29,9.29,1.43,0,0.71,10,0.71,0,1.43,2.14,2.86,2.86,0,0,0,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0,1.43,0,1.43,15,7.14,47.6,0,12.1,2.86,2.14,0.71,0,1.43,0,0,0,0,27.9,0,0,12.9,15,5.71,26.4,0,0,0,0,0,15,54.3,19.3,0.71,0,0,2.86,1.43,35.7,20.7,58,7.86,0,0,0,1.43,0.71,4.29,0.71,0,0,0,0,2.14,1.43,3.57,28.6
898,Erling Haaland,NOR,FW,Manchester City,Premier League,22,2000,9,9,751,8.3,1.81,4.58,2.41,52.6,0.37,0.7,10.9,0,0.12,0.12,12.4,15.9,78,191.8,29.4,6.27,7.95,78.8,4.46,5.42,82.2,0.96,1.2,80,0.36,0.84,0.84,0.84,0,1.33,15.9,13.9,2.05,0,0.24,2.77,0,0.48,0,0,0,0,11.8,2.77,1.33,12.8,2.05,0.84,0,0,12.4,0.36,0.12,0.48,0.36,2.05,1.33,0,0.12,0.12,0.36,0.12,0.6,0.48,0,0,0,0.12,0,0.24,0.24,0,0.12,0.12,0,0.12,0,0.12,11.8,3.49,29.6,0.24,2.77,8.8,0.36,0.12,0,0.24,0.12,0.36,0.12,0,25.7,0.24,0.48,11.3,14.3,8.19,23.6,0.48,0.96,50,0.48,0,14.9,61.9,31.6,2.29,0.36,0.96,1.93,0.96,35.2,20.1,57.2,7.59,0,0,0,0.72,0.96,0.24,0.48,0.24,0.12,0,0,2.17,0.72,1.57,31.6
899,Nicolas Haas,SUI,MF,Empoli,Serie A,26,1996,7,5,403,4.5,0,0.67,0.22,33.3,0,0,17.2,0,0,0,22.4,32,70.1,423.3,123.1,8.44,11.8,71.7,10,12.7,78.9,3.11,5.56,56,0,0.67,1.56,0.44,0.22,2.44,32,31.3,0.67,0,0,5.56,1.33,1.78,0,0,0,0,24,3.78,4.22,2.67,27.6,1.11,0.22,0.44,22.4,0,0.44,1.33,1.33,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,2,1.33,0.44,0.67,0.89,0.67,1.78,37.5,1.11,17.6,5.33,30.4,5.78,8,3.78,1.78,0.44,0,1.33,1.33,3.33,2.22,0,44.4,3.11,14,19.3,14.2,2.67,43.8,0.22,1.56,14.3,0.22,0,29.6,108.2,53.3,2.67,1.33,0.89,0.89,1.56,32,28,87.5,2,0.22,0,0,1.56,1.33,0.22,1.78,1.33,0,0,0,7.78,0.22,1.33,14.3
900,Janik Haberer,GER,MF,Union Berlin,Bundesliga,28,1994,7,7,476,5.3,0.19,1.13,0.75,66.7,0.17,0.25,19.9,0,0,0,17.5,25.7,68.4,299.4,95.1,8.3,10.6,78.6,7.17,11.3,63.3,1.32,1.89,70,0.19,1.7,2.26,0.94,0.19,2.83,25.7,25.5,0.19,0,0.19,5.85,0.19,0.94,0,0,0,0,14.9,5.09,5.66,3.21,16.8,3.02,0.19,0,17.5,0.38,0.75,1.13,0.75,3.77,2.83,0,0,0.57,0.19,0.19,0.57,0.57,0,0,0,0,0,1.7,0.94,0.57,1.13,0,0.57,1.89,30,1.32,15.7,5.47,34.9,3.77,7.17,4.72,0.75,0,0,0.75,0.57,2.26,2.08,0,35.8,1.51,7.17,16.8,13.6,2.45,35.7,0.38,1.13,33.3,0.57,0,21.3,86.2,46.8,2.26,0.94,0.19,0.75,0.75,26.4,21.9,82.9,3.4,0,0,0,1.32,1.13,0.19,0.94,0.94,0,0,0,7.92,3.02,2.45,55.2
901,Alexander Hack,GER,DF,Mainz 05,Bundesliga,29,1993,7,7,535,5.9,0,0.34,0,0,0,0,20.1,0,0,0,40.2,51.2,78.5,955.3,391.7,10,11,90.8,19.8,23.1,86,10.2,15.8,64.5,0,0.51,2.2,0,0,3.22,51.2,48.5,2.71,2.71,0,8.31,2.03,0,0,0,0,0,28.5,7.97,14.7,36.8,6.78,4.07,0,0.68,40.2,0.17,1.36,1.02,1.19,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,1.86,1.02,1.02,0.85,0,1.19,2.37,50,1.19,8.47,3.05,36,5.59,2.54,0.34,1.86,0.34,0,1.53,0.68,2.54,4.92,0,61,5.08,32.7,32,1.86,0.68,58.8,0.17,0.17,100,0.17,0,31.9,172,100.7,1.02,0.17,0,0,0,31.9,31.4,98.4,0,0.17,0.17,0,1.69,1.19,0,0,1.02,0,0,0,16.4,4.75,2.2,68.3
902,Munir El Haddadi,MAR,FWMF,Getafe,La Liga,27,1995,5,0,147,1.6,0,1.25,0,0,0,0,17.2,0,0,0,21.9,28.1,77.8,343.8,100.6,11.9,13.1,90.5,5.63,7.5,75,2.5,4.38,57.1,0,0,1.25,0,0,1.88,28.1,25.6,2.5,1.88,0,7.5,0.63,0.63,0,0,0,0,20.6,1.88,5.63,23.8,0.63,0.63,0.63,0,21.9,0,0.63,0.63,0.63,2.5,1.25,0,0,0,1.25,0,0,0,0,0,0,0,0,1.88,1.25,0.63,0.63,0.63,0,0.63,0,0.63,20.6,3.75,18.2,4.38,9.38,6.88,1.25,0,0,1.25,0.63,2.5,0.63,0,45.6,0.63,5,23.1,18.8,4.38,43.8,1.25,1.88,66.7,1.25,0,34.4,140,70.6,3.75,0.63,0.63,2.5,4.38,41.9,32.5,77.6,10.6,0.63,0,0,2.5,6.25,0.63,0.63,1.25,0,0,0,5,3.13,3.13,50
903,André Hahn,GER,FWMF,Augsburg,Bundesliga,32,1990,7,4,391,4.3,0.47,1.63,0.47,28.6,0.29,1,20.4,0,0,0,9.07,20,45.3,159.3,63,4.42,6.98,63.3,2.79,6.74,41.4,1.16,4.42,26.3,0,0.23,1.86,0.23,0,2.56,20,18.6,1.4,0,0,5.12,0.47,1.16,0,0,0,0,7.67,3.95,8.37,2.33,10,3.72,0.7,0.23,9.07,0.23,0.23,0.47,1.63,0.7,0.7,0,0,0,0,0,0.23,0.23,0,0,0,0,0,2.33,0.93,1.4,0.7,0.23,1.63,2.79,58.3,1.16,13.7,4.65,33.9,2.79,6.74,4.19,4.65,0.47,0,4.19,0.47,2.79,2.79,0,35.8,3.02,8.84,15.8,12.3,1.86,34.4,0,0.7,0,0,0,14.7,72.3,37.2,1.86,0.7,0,1.86,1.86,31.4,16.5,52.6,1.86,0.23,0,0,1.86,0.7,0.23,1.16,0.93,0,0,0,7.21,3.72,4.88,43.2
904,Amadou Haidara,MLI,MF,RB Leipzig,Bundesliga,24,1998,8,2,248,2.8,0.36,2.5,0.36,14.3,0.14,1,20.4,0,0,0,41.8,51.4,81.3,818.9,221.8,16.8,20.7,81,17.9,20.7,86.2,6.79,9.64,70.4,0,0,4.29,0.71,0,4.64,51.4,50,1.43,0,0,4.64,0.71,0,0,0,0,0,40.7,5,5.71,3.21,43.6,1.43,1.43,0.36,41.8,1.43,0.36,2.86,0.36,1.07,0.71,0,0,0.36,0,0,0.71,0.36,0,0,0.36,0,0,2.86,2.14,0.71,2.14,0,1.07,2.14,50,1.07,16.8,3.21,19.1,5,10.4,1.43,2.86,1.07,0,1.79,2.5,5.36,1.43,0,64.3,3.93,16.4,41.8,8.57,0.71,63.2,0,0,0,0,0,44.6,200,121.4,6.07,0.36,0,0,1.79,44.3,42.1,95.2,0.36,0,0,0,2.14,0.71,0,0,2.14,0,0.36,0,10,1.79,2.5,41.7
905,Massadio Haïdara,MLI,DF,Lens,Ligue 1,29,1992,9,4,362,4,0,0.5,0,0,0,0,16.1,0,0,0,54.8,61,89.8,905.8,302.5,27.5,28.8,95.7,22.5,26.5,84.9,4,5,80,0,0.25,3.25,0.75,0,3,61,55,6,1.75,0,6.5,0.5,1.25,0,0,0,0,50,6,5,46,6.75,1.75,3.5,0.5,54.8,0,0.75,0.5,0.25,1,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,2.75,2.5,1,1,0.75,0.75,2.5,30,1.75,9.5,4.5,47.4,2.5,5,2,1.75,0.5,0,1.25,2,4.75,2.75,0,70.8,4.5,22.3,41.8,10.8,1.5,66,0.5,0.5,100,0.5,0,46,221,111.3,4.5,1,0,0.75,0.5,49,46,93.9,2.25,0,0,0,0.5,2,0.5,1.25,2.5,0,0,0,10,3,0.5,85.7
906,Achraf Hakimi,MAR,DF,Paris S-G,Ligue 1,23,1998,10,8,716,8,0.25,0.63,0.25,40,0.4,1,13.1,0,0,0,46.3,52.3,88.5,626.1,160.1,29.8,32.9,90.5,14.5,15.5,93.5,0.88,1.13,77.8,0.13,1.75,0.5,1.63,0.75,3.38,52.3,49,3.25,0.38,0,5.38,0.25,1.75,0.13,0,0,0,45,4.63,2.63,6.25,41.8,1.13,2.75,0.13,46.3,0,0.13,1.38,2,2.5,2.13,0.13,0.13,0,0,0.13,0.25,0.25,0,0,0,0,0,2.25,1.13,0.75,0.75,0.75,1.13,2.5,45,1.38,13.3,4,30.2,4.25,5.13,3.88,1.25,0.13,0,1.13,1.75,4,0.5,0,60,0.88,11.3,26.3,26.4,4.5,56.9,1,2.13,47.1,1.13,0.38,44.9,170.6,105.5,5.5,1.88,1.38,0.38,0.5,49.1,44.8,91.1,5.13,0.25,0,0,1.13,0.63,0.13,1.75,1.13,0,0,0,5.13,0.5,0.38,57.1
907,Marcel Halstenberg,GER,DF,RB Leipzig,Bundesliga,31,1991,7,5,439,4.9,0,0.61,0.2,33.3,0,0,14.5,0,0,0,65.1,73.5,88.6,1281.4,405.3,20.8,22,94.4,34.9,38.2,91.4,8.57,11.8,72.4,0.2,0.41,4.29,1.43,0.41,6.73,73.5,66.7,6.73,2.04,0,6.12,1.84,1.22,0,0,0,0,54.7,8.16,10.6,55.7,9.59,2.04,4.69,0,65.1,0.2,1.84,0.41,0.82,0.61,0.41,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,2.04,0.82,1.43,0.61,0,0.61,1.63,37.5,1.02,6.94,2.45,35.3,3.88,2.24,0.82,1.84,0.2,0,1.63,1.43,3.47,3.06,0,83.7,4.9,31.4,45.3,12,1.84,77.1,0.2,0.2,100,0.2,0,58.2,274.9,126.1,4.49,1.84,0.2,0.61,0.82,61.6,59.8,97,1.43,0,0,0,1.02,0.82,0,1.22,0.82,0.2,0,0,8.16,1.84,0.82,69.2
908,Romain Hamouma,FRA,FW,Ajaccio,Ligue 1,35,1987,6,6,390,4.3,0.23,1.86,0.47,25,0.13,0.5,18,0,0,0,21.2,30,70.5,336.5,113.7,12.1,14.9,81.3,4.65,6.05,76.9,2.79,5.81,48,0,1.16,2.33,0.23,0,3.26,30,24.7,5.35,1.16,0.23,4.19,0.7,1.63,1.63,0.23,1.4,0,19.1,5.12,5.81,3.26,24.2,0.47,0.7,0.93,21.2,0,0.93,0.47,1.63,1.86,0.93,0.7,0.23,0,0,0,0.23,0.23,0,0,0,0,0,0.93,0.93,0,0.93,0,0,1.16,0,1.16,23.7,6.74,28.4,3.02,10,10.7,0.23,0,0,0.23,0.47,1.4,0.23,0,40.9,0.47,1.86,20.9,20.5,4.19,35.6,1.86,3.49,53.3,2.33,0.47,26.5,137.7,81.6,4.65,1.4,0.93,2.79,1.86,42.6,28.4,66.7,5.81,1.16,0.47,0.47,1.63,0.93,0.23,1.63,0.93,0,0,0,4.19,0.7,2.09,25
909,Samir Handanovi?,SVN,GK,Inter,Serie A,38,1984,8,8,720,8,0,0,0,0,0,0,0,0,0,0,34.6,39.4,87.9,840.6,483.5,10.4,10.5,98.8,15.1,15.1,100,9.13,13.8,66.4,0,0,0.63,0,0,0,39.4,32.4,7,1.5,0,3.88,0.13,0,0,0,0,0,30.6,0.75,8,4.63,28.8,0,0,5.88,34.6,0.38,0.63,0.38,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8,37,41.6,0.25,0.13,0.13,34.8,0,0,0,0,0,26.1,131.6,91.6,0,0,0,0.13,0,26.6,26.6,100,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0
910,Genki Haraguchi,JPN,MF,Union Berlin,Bundesliga,31,1991,4,2,169,1.9,0,1.58,0,0,0,0,22.1,0,0,0,17.9,22.6,79.1,373.7,103.2,5.26,6.84,76.9,6.84,8.95,76.5,4.74,5.26,90,0,2.63,1.58,0.53,0,2.63,22.6,21.6,1.05,0,0,4.21,0,1.05,0,0,0,0,14.2,5.26,3.16,4.21,14.2,1.58,0,0.53,17.9,0,0,1.05,0,4.74,3.68,0,0.53,0.53,0,0,0,0,0,0,0,0,0,3.16,2.11,1.05,1.58,0.53,0.53,3.68,14.3,3.16,17.4,5.26,30.3,7.89,6.84,2.63,1.05,0,0,1.05,0.53,3.68,2.11,0,35.3,2.63,6.32,17.4,14.2,1.58,34.2,1.58,2.11,75,1.58,0,19.5,132.1,90,4.21,1.58,1.05,0.53,1.05,20.5,19.5,94.9,2.63,0,0,0,2.11,1.58,0,1.05,2.11,0,0,0,5.79,2.63,0,100
911,Amine Harit,MAR,FWMF,Marseille,Ligue 1,25,1997,5,2,207,2.3,0,0.43,0.43,100,0,0,16.8,0,0,0,38.3,45.2,84.6,592.6,176.1,21.7,24.3,89.3,12.2,14.8,82.4,3.04,3.91,77.8,0,2.61,1.74,2.61,0,5.22,45.2,41.3,3.91,0.87,0,4.35,0.87,1.3,1.74,0.43,1.3,0,35.2,5.22,4.78,3.04,39.1,1.3,1.3,0,38.3,0,0,1.3,0.43,5.65,3.91,0.87,0,0,0.87,0,0.87,0.87,0,0,0,0,0,0.87,0.43,0,0.43,0.43,0,0.43,0,0.43,11.7,2.17,18.5,2.17,6.09,3.48,0.87,0.43,0,0.43,1.3,2.17,0.87,0,58.3,2.17,8.7,23.9,32.6,3.91,54.8,2.61,5.22,50,3.04,0.87,49.6,260.9,159.1,7.83,3.04,0.43,1.3,3.91,55.7,43.9,78.9,3.04,0.43,0,0,0.43,3.48,0.43,1.3,0.43,0,0,0,6.96,0.43,2.17,16.7
912,Jack Harrison,ENG,FW,Leeds United,Premier League,25,1996,7,7,541,6,0.17,0.83,0.5,60,0.2,0.33,15.9,0,0,0,28.2,42.5,66.3,435.3,147.5,16.3,19.3,84.5,7.83,12.7,61.8,2.67,6.33,42.1,0.5,2.67,1,1.83,0.33,2.83,42.5,36.8,5.67,1.33,0,5.83,2.33,2.33,3.17,1.17,1.17,0.33,25.3,7.67,9.5,30.5,9.17,1,1.17,0.33,28.2,0.33,1,2,2.33,4.67,2.5,1.67,0.17,0,0.33,0,0.33,0.17,0.17,0,0,0,0,1.33,0.83,0,0.83,0.5,0.5,1.5,33.3,1,17.2,4.33,25.2,2.83,8.67,5.67,2.33,0.17,0,2.17,1.17,2.5,0.67,0,59.3,1,8,22.8,33.3,3.83,54.2,1.67,3.5,47.6,2,0.17,39.3,199.2,117.8,7.17,2.17,0.67,3,4.67,49.5,39.5,79.8,8.17,0.33,0,0,1.83,2.17,0.17,2.33,0.83,0,0,0,7.83,0.5,2.83,15
913,Abdou Harroui,NED,MF,Sassuolo,Serie A,24,1998,8,1,192,2.1,0.48,1.9,0.48,25,0.25,1,24.9,0,0,0,31.9,40,79.8,605.2,125.7,12.9,14.3,90,15.7,18.1,86.8,3.33,6.19,53.8,0,0.48,4.29,0.48,0.48,1.9,40,39.5,0.48,0,0,5.71,1.43,0.95,0,0,0,0,30.5,4.76,4.76,6.67,31.4,0.95,0,0,31.9,0,1.43,0.48,1.43,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.95,0.95,0.95,0,0,1.9,0,1.9,25.7,3.81,14.8,5.24,18.6,1.9,0.95,0,0,0.95,0,1.9,0.95,0,50.5,1.9,8.57,33.3,12.4,0.95,50,0.95,1.43,66.7,0.95,0,33.8,211.4,96.7,5.71,1.43,0,1.9,1.9,39.5,36.2,91.6,2.38,0.48,0,0,1.43,0.48,0,0.95,0.95,0,0,0,9.05,2.38,0.95,71.4
914,Makoto Hasebe,JPN,DF,Eint Frankfurt,Bundesliga,38,1984,4,2,207,2.3,0,0,0,0,0,0,0,0,0,0,46.5,55.7,83.6,1005.2,241.3,13,13.5,96.8,25.7,26.5,96.7,7.39,15.2,48.6,0,0,1.3,0,0,2.17,55.7,53.5,2.17,2.17,0,2.17,0.87,0,0,0,0,0,39.6,4.35,11.7,10.4,39.6,3.91,0,0.87,46.5,0.43,0.87,0.87,0,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,1.74,0,0,0.43,1.3,33.3,0.87,10.9,3.04,28,8.7,2.17,0,0.87,0,0,0.87,0.87,2.61,7.39,0,67.4,16.5,45.2,29.6,0.43,0,65.2,0,0,0,0,0,38.7,251.3,142.2,1.3,0.43,0,0,0,40,40,100,0,0,0,0,0.43,0.87,0,0,0,0,0,0,12.6,3.48,2.61,57.1
915,Hans Hateboer,NED,DF,Atalanta,Serie A,28,1994,7,7,599,6.7,0,0.15,0,0,0,0,7.6,0,0,0,36.7,44.2,83.1,625.5,257.6,17.8,19.7,90.2,14.9,17.9,83.3,3.13,5.07,61.8,0,1.04,1.64,1.79,0.75,2.39,44.2,34.3,9.85,0.45,0,4.33,0.45,1.49,0,0,0,0,27.5,7.91,8.81,8.81,24.2,0.75,9.4,0,36.7,0,0,1.34,1.19,1.49,1.34,0.15,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.15,0.45,0.15,0.6,1.64,36.4,1.04,9.25,2.84,30.6,2.54,4.03,2.69,2.54,0.15,0,2.39,0.75,1.49,1.19,0,51.6,2.99,15.4,24.6,15.7,1.34,41.8,0,0,0,0,0,28.5,142.4,79.1,2.69,1.49,0,1.19,0.6,36.9,30.7,83.4,2.09,0.6,0,0,1.19,0.3,0,1.49,0,0,0,0,5.37,1.34,1.34,50
916,Kai Havertz,GER,FWMF,Chelsea,Premier League,23,1999,8,7,587,6.5,0.31,2.15,0.92,42.9,0.14,0.33,11.3,0,0,0,20.6,26.8,77,270.5,67.8,12.8,15.4,83,5.23,7.38,70.8,0.92,0.92,100,0,0.31,1.38,0.77,0.31,2,26.8,25.5,1.23,0.31,0.15,7.38,0.15,0.77,0,0,0,0,19.7,3.85,3.23,15.5,7.54,0.92,0.62,0,20.6,0.15,0.15,0.92,1.38,1.54,1.23,0.15,0,0.15,0,0,0.31,0.15,0,0,0.15,0,0,1.69,1.08,0.31,0.46,0.92,0.15,1.38,11.1,1.23,20,4.15,20.8,1.23,7.69,11.1,1.85,0.15,0,1.69,0,1.69,1.69,0,41.4,2,4.31,13.4,26,6.92,40.3,0.92,2,46.2,0.92,0.15,24.8,124.8,61.8,3.69,0.62,1.23,2.62,2.31,48.5,30.2,62.2,8.77,0.46,0,0,2.15,0.77,1.85,0.77,1.08,0,0,0,3.69,3.08,3.38,47.6
917,Eden Hazard,BEL,FW,Real Madrid,La Liga,31,1991,3,1,99,1.1,0,0.91,0,0,0,0,27.6,0,0,0.91,61.8,64.5,95.8,875.5,151.8,43.6,45.5,96,10.9,11.8,92.3,4.55,4.55,100,0,1.82,8.18,2.73,0,3.64,64.5,62.7,1.82,0,0,9.09,1.82,0,0,0,0,0,60,1.82,2.73,17.3,47.3,0,0,0,61.8,0,0.91,0,0,5.45,4.55,0,0,0.91,0,0,0.91,0.91,0,0,0,0,0,0.91,0.91,0.91,0,0,0,0.91,0,0.91,10.9,3.64,33.3,1.82,1.82,7.27,0,0,0,0,0.91,1.82,0,0,77.3,0,5.45,31.8,45.5,7.27,74.5,0,1.82,0,0.91,0,63.6,314.5,155.5,7.27,2.73,0.91,2.73,2.73,76.4,71.8,94,19.1,0,0,0,0,3.64,0,0,0.91,0,0,0,0.91,0,0,0
918,Thorgan Hazard,BEL,FWDF,Dortmund,Bundesliga,29,1993,8,1,251,2.8,0,2.5,1.07,42.9,0,0,13.1,0,0,0,38.6,50.4,76.6,627.5,220.4,20,24.6,81.2,12.9,16.4,78.3,4.29,6.43,66.7,0,2.14,1.07,2.86,0.71,5.36,50.4,45.4,5,0.71,0,5,1.43,3.93,2.14,1.07,0.71,0.36,36.1,7.5,6.79,13.2,33.9,1.07,1.43,0.71,38.6,0,0.71,1.79,1.43,4.29,2.5,0.71,0.36,0.71,0,0,0,0,0,0,0,0,0,3.21,1.79,1.07,1.79,0.36,1.79,2.86,62.5,1.07,25,6.43,25.7,3.93,10,11.1,1.79,0,0,1.79,1.79,5,1.07,0,63.6,2.14,9.64,26.4,33.2,5.71,58.6,1.43,2.86,50,1.43,0.36,38.6,262.9,170.4,6.07,2.5,0.71,2.14,1.07,51.4,40.7,79.2,9.29,0.36,0,0,3.93,1.07,1.43,3.93,1.79,0,0,0,8.57,0.36,3.57,9.1
