,S.No,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
1318,1319,José Mari,ESP,MF,Cádiz,La Liga,34,1987,5,2,194,2.2,0.0,0.91,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,30.5,36.8,82.7,663.2,191.8,10.9,12.7,85.7,11.8,14.1,83.9,6.36,8.18,77.8,0.0,1.82,3.64,0.0,0.0,2.27,36.8,35.9,0.91,0.91,0.45,4.09,2.73,0.45,0.0,0.0,0.0,0.0,24.5,5.45,6.82,2.27,31.4,2.27,0.0,0.0,30.5,0.0,1.82,0.0,0.45,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,1.82,2.27,0.45,0.0,0.91,2.27,40.0,1.36,13.6,4.09,30.0,5.0,5.45,3.18,0.91,0.45,0.0,0.45,2.73,5.45,1.36,0.0,49.5,3.18,17.3,28.6,5.45,0.45,49.1,0.45,2.27,20.0,0.91,0.45,30.0,121.8,35.9,0.91,0.0,0.0,0.45,1.82,30.0,28.2,93.9,0.0,0.45,0.0,0.0,0.91,1.82,0.0,0.45,1.82,0.0,0.0,0.0,11.8,0.91,1.36,40.0
1320,1321,José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,5,4,375,4.2,0.0,1.43,0.71,50.0,0.0,0.0,16.9,0.0,0.0,0.0,36.7,41.9,87.5,812.4,255.0,12.1,13.1,92.7,17.1,18.6,92.3,7.14,9.52,75.0,0.0,0.0,2.38,0.0,0.0,2.38,41.9,38.8,3.1,2.62,0.0,3.33,1.9,0.0,0.0,0.0,0.0,0.0,32.9,1.9,7.14,5.48,34.0,0.95,0.24,0.0,36.7,0.0,0.48,0.48,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,2.38,1.9,0.71,0.0,0.71,1.43,50.0,0.71,7.62,2.14,28.1,4.76,2.62,0.24,2.62,1.43,0.0,1.19,0.71,3.33,5.24,0.0,54.8,11.9,34.3,19.3,2.38,0.95,51.9,0.0,0.0,0.0,0.0,0.0,28.3,95.2,38.8,0.95,0.24,0.0,0.24,0.24,32.9,32.4,98.6,0.71,0.48,0.0,0.0,0.95,0.48,0.0,0.0,2.38,0.0,0.0,0.0,7.38,3.1,0.0,100.0
1321,1322,Mariano,DOM,FW,Real Madrid,La Liga,29,1993,2,0,7,0.1,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,10.0,100.0,630.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,66.7,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0
1330,1331,Roger Martí,ESP,FW,Elche,La Liga,31,1991,5,4,308,3.4,0.0,0.88,0.29,33.3,0.0,0.0,14.2,0.0,0.0,0.0,17.4,23.8,72.8,262.1,39.4,10.3,11.2,92.1,4.41,6.18,71.4,1.47,3.53,41.7,0.29,1.47,0.88,0.29,0.0,0.59,23.8,21.8,2.06,0.0,0.0,5.88,0.88,1.18,0.0,0.0,0.0,0.0,16.2,3.82,3.82,2.06,19.1,0.59,0.0,1.18,17.4,0.59,0.59,0.59,1.76,2.06,1.76,0.0,0.0,0.29,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.59,0.29,0.0,0.29,0.29,0.0,0.0,0.0,0.0,18.5,5.0,27.0,1.47,7.35,9.71,0.59,0.0,0.0,0.59,0.88,1.47,0.88,0.0,33.5,1.47,3.53,18.5,12.6,3.82,31.5,0.29,0.29,100.0,0.29,0.0,20.9,82.4,34.1,1.47,0.88,0.29,2.94,1.47,31.5,20.3,64.5,5.59,0.29,0.0,0.0,2.65,0.88,0.29,1.18,0.29,0.0,0.0,0.0,5.29,1.47,2.65,35.7
1335,1336,Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,6,5,383,4.3,0.47,0.7,0.47,66.7,0.67,1.0,9.8,0.0,0.0,0.0,37.0,46.3,79.9,565.8,190.0,20.5,22.8,89.8,13.3,16.5,80.3,1.63,4.19,38.9,0.0,1.63,0.7,1.63,0.93,2.33,46.3,35.3,10.9,0.93,0.0,5.12,0.93,2.33,0.0,0.0,0.0,0.0,28.1,11.6,6.51,3.72,30.0,1.16,10.0,0.23,37.0,0.0,0.93,1.4,1.16,2.79,2.56,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,1.16,1.63,0.0,0.47,0.93,1.4,66.7,0.47,12.1,3.49,28.8,4.65,5.12,2.33,2.09,0.23,0.0,1.86,1.63,3.72,0.93,0.0,58.4,2.56,18.4,28.6,16.7,2.79,47.7,0.47,1.63,28.6,0.47,0.47,33.7,192.8,121.6,4.65,1.4,0.23,1.63,1.86,39.1,34.4,88.1,3.02,0.0,0.0,0.0,0.47,3.49,0.23,2.33,1.16,0.0,0.0,0.0,6.05,1.4,2.79,33.3
1337,1338,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,31,1991,4,4,360,4.0,0.0,1.25,0.0,0.0,0.0,0.0,13.6,0.25,0.0,0.0,44.0,52.5,83.8,998.0,385.0,13.3,15.3,86.9,20.0,22.5,88.9,10.0,13.3,75.5,0.0,0.5,2.25,0.25,0.0,3.0,52.5,49.0,3.5,2.5,0.0,2.25,2.75,0.25,0.0,0.0,0.0,0.0,34.3,7.0,11.3,34.3,13.0,4.25,0.25,0.0,44.0,0.25,0.75,1.5,1.0,1.5,1.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.25,0.0,0.25,0.5,50.0,0.25,4.5,1.0,22.2,2.25,2.25,0.0,2.0,0.75,0.0,1.25,1.5,2.25,5.75,0.0,64.5,11.5,39.3,27.5,3.0,1.75,61.0,0.0,0.0,0.0,0.0,0.0,34.0,231.8,137.0,3.0,0.5,0.25,0.25,0.25,38.3,37.3,97.4,0.0,0.0,0.0,0.0,0.75,1.0,0.25,0.25,0.5,0.0,0.0,0.0,12.3,1.75,1.5,53.8
1343,1344,Omar Mascarell,ESP,MF,Elche,La Liga,29,1993,5,5,384,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,41.6,82.7,748.6,177.7,9.53,12.6,75.9,19.1,21.2,90.1,5.81,7.67,75.8,0.0,0.47,3.72,0.0,0.0,3.02,41.6,40.7,0.93,0.7,0.0,3.26,1.63,0.0,0.0,0.0,0.0,0.0,32.6,3.26,5.81,8.37,31.2,1.4,0.0,0.0,34.4,0.0,0.7,0.47,0.7,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.47,0.23,1.4,0.23,0.7,1.63,42.9,0.93,10.5,2.79,26.7,4.42,5.35,0.7,0.93,0.0,0.0,0.93,1.16,3.02,1.16,0.0,49.1,1.4,12.6,34.9,4.65,0.0,48.1,0.0,0.23,0.0,0.0,0.0,31.6,151.2,48.4,1.63,0.7,0.0,0.93,0.93,34.2,33.5,98.0,0.23,0.23,0.0,0.0,1.4,0.0,0.0,0.0,0.47,0.0,0.0,0.0,7.67,0.7,0.93,42.9
1345,1346,Jordi Masip,ESP,GK,Valladolid,La Liga,33,1989,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,38.5,67.5,780.0,365.5,2.5,2.5,100.0,12.5,13.0,96.2,10.5,22.5,46.7,0.0,0.0,0.0,0.0,0.0,0.0,38.5,25.5,13.0,3.0,0.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,22.5,0.5,15.5,1.0,33.5,0.0,0.0,3.0,26.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,40.5,44.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0.0,19.5,67.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1347,1348,Jaime Mata,ESP,FW,Getafe,La Liga,33,1988,4,0,34,0.4,0.0,2.5,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,25.0,27.5,90.9,462.5,25.0,7.5,7.5,100.0,17.5,17.5,100.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,27.5,27.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.5,5.0,7.5,20.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,30.0,12.5,41.7,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,42.5,0.0,2.5,25.0,17.5,7.5,42.5,0.0,0.0,0.0,0.0,0.0,17.5,45.0,2.5,0.0,0.0,0.0,2.5,0.0,32.5,27.5,84.6,10.0,0.0,0.0,0.0,7.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,5.0,2.5,5.0,33.3
1361,1362,Borja Mayoral,ESP,FW,Getafe,La Liga,25,1997,8,8,635,7.1,0.14,0.99,0.28,28.6,0.14,0.5,16.2,0.0,0.0,0.14,12.4,18.2,68.2,174.5,33.4,6.76,9.01,75.0,4.23,5.49,76.9,0.56,1.55,36.4,0.0,0.7,0.85,0.42,0.0,0.85,18.2,16.3,1.83,0.0,0.0,5.07,0.42,0.99,0.0,0.0,0.0,0.0,12.4,2.68,3.1,3.38,12.5,1.27,0.14,0.0,12.4,0.0,0.28,0.85,0.42,1.97,1.13,0.0,0.14,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,9.15,0.99,10.8,1.27,3.1,4.79,0.7,0.0,0.0,0.7,0.42,0.42,0.0,0.0,26.8,0.14,2.54,13.5,13.4,3.1,24.9,0.56,1.55,36.4,0.56,0.14,19.3,102.0,62.3,2.96,1.69,0.56,1.55,2.39,23.9,18.6,77.6,4.51,0.28,0.0,0.0,0.99,1.69,0.28,0.99,0.0,0.14,0.0,0.0,4.65,0.99,2.54,28.0
1366,1367,Mamadou Mbaye,SEN,DF,Cádiz,La Liga,24,1998,1,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,13.0,16.0,81.3,335.0,97.0,2.0,2.0,100.0,7.0,7.0,100.0,4.0,7.0,57.1,0.0,0.0,2.0,0.0,0.0,2.0,16.0,15.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,12.0,1.0,2.0,0.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,50.0,6.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,26.0,7.0,17.0,8.0,2.0,1.0,25.0,1.0,1.0,100.0,1.0,0.0,10.0,20.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,50.0
1379,1380,Gonzalo Melero,ESP,MF,Almería,La Liga,28,1994,2,1,94,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,22.0,24.0,91.7,313.0,69.0,11.0,13.0,84.6,7.0,7.0,100.0,1.0,1.0,100.0,1.0,0.0,3.0,0.0,0.0,2.0,24.0,23.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,3.0,19.0,0.0,0.0,2.0,22.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,66.7,1.0,17.0,3.0,17.6,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,34.0,1.0,4.0,26.0,6.0,2.0,34.0,1.0,1.0,100.0,1.0,0.0,27.0,128.0,61.0,2.0,1.0,1.0,1.0,0.0,27.0,26.0,96.3,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
1381,1382,Houboulang Mendes,FRA,DF,Almería,La Liga,24,1998,3,2,196,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,29.5,64.6,365.0,189.5,7.73,10.0,77.3,8.18,11.4,72.0,1.82,5.0,36.4,0.0,0.0,1.36,0.0,0.0,0.91,29.5,19.1,10.5,0.45,0.0,2.73,0.45,0.91,0.0,0.0,0.0,0.0,10.5,12.7,6.36,3.18,15.5,0.45,10.0,0.0,19.1,0.45,0.91,1.36,1.36,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.45,1.82,0.91,0.45,1.36,1.82,75.0,0.45,15.5,1.82,11.8,8.64,5.0,1.82,1.82,0.0,0.0,1.82,0.45,3.64,1.82,0.0,40.5,2.27,17.7,12.7,10.0,0.0,30.0,0.0,1.36,0.0,0.0,0.0,18.2,66.4,35.0,1.82,0.0,0.0,0.91,0.0,21.4,17.7,83.0,0.91,0.0,0.0,0.0,1.36,0.91,0.0,0.91,0.45,0.0,0.0,0.0,4.55,0.45,0.0,100.0
1384,1385,Brais Méndez,ESP,MF,Real Sociedad,La Liga,25,1997,7,6,583,6.5,0.62,1.85,0.77,41.7,0.33,0.8,20.5,0.46,0.0,0.0,39.7,48.9,81.1,696.0,151.5,20.5,24.0,85.3,12.8,15.1,84.7,4.62,7.38,62.5,0.0,0.46,2.77,1.38,0.31,3.69,48.9,45.5,3.38,1.54,0.15,5.85,2.31,1.08,1.69,0.77,0.62,0.0,32.9,7.69,8.31,39.1,6.62,2.15,0.15,0.0,39.7,0.15,0.92,2.15,0.77,1.69,1.38,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,2.62,0.77,2.31,0.31,1.23,2.0,61.5,0.77,24.2,5.38,22.3,6.15,10.5,7.54,1.69,0.15,0.0,1.54,0.15,3.54,0.92,0.0,61.7,1.08,8.46,33.5,23.2,1.85,58.3,0.31,1.23,25.0,0.31,0.46,39.7,169.4,82.6,4.92,2.31,0.15,1.69,0.92,48.9,43.7,89.3,4.46,0.31,0.0,0.0,3.38,1.38,0.0,1.08,2.62,0.0,0.0,0.0,7.69,1.23,1.69,42.1
1388,1389,Ferland Mendy,FRA,DF,Real Madrid,La Liga,27,1995,6,6,458,5.1,0.0,0.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,63.9,67.6,94.5,1000.4,323.7,34.9,36.1,96.7,24.1,25.5,94.6,4.12,5.1,80.8,0.0,1.18,6.47,0.59,0.39,5.29,67.6,61.6,6.08,1.18,0.0,9.02,0.78,1.18,0.0,0.0,0.0,0.0,58.6,5.88,3.14,46.1,15.9,0.39,4.9,0.0,63.9,0.2,0.39,1.18,0.39,1.96,1.76,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.18,1.37,0.2,0.0,0.59,1.96,30.0,1.37,8.04,1.96,24.4,3.33,3.33,1.37,0.59,0.0,0.0,0.59,2.16,3.73,0.39,0.0,74.7,2.35,17.8,32.5,29.0,1.18,69.0,1.37,1.76,77.8,1.37,0.0,58.8,255.7,140.4,6.86,1.37,0.2,0.98,0.98,57.8,55.9,96.6,2.55,0.39,0.0,0.0,0.39,2.16,0.0,1.18,1.18,0.0,0.0,0.0,6.67,0.78,0.59,57.1
1392,1393,Mikel Merino,ESP,MF,Real Sociedad,La Liga,26,1996,7,7,604,6.7,0.0,1.79,0.75,41.7,0.0,0.0,15.7,0.0,0.0,0.15,41.5,52.7,78.8,736.9,259.1,20.3,24.2,84.0,15.1,17.3,87.1,5.22,8.81,59.3,0.45,2.24,6.87,1.64,0.15,6.12,52.7,51.5,1.19,0.9,0.45,9.4,1.04,0.75,0.15,0.15,0.0,0.0,37.8,6.42,8.51,41.9,6.42,2.09,0.15,0.15,41.5,0.0,0.75,1.49,1.79,3.58,3.13,0.0,0.0,0.15,0.0,0.3,0.9,0.75,0.0,0.0,0.0,0.0,0.15,2.39,1.19,1.04,0.9,0.45,1.19,2.24,53.3,1.04,13.9,4.93,35.5,3.73,6.87,3.28,1.49,0.75,0.0,0.75,1.49,3.88,2.24,0.0,66.4,3.88,12.8,38.7,17.8,2.99,65.1,0.15,0.3,50.0,0.15,0.0,45.5,161.9,76.7,4.78,1.19,0.45,1.64,1.64,49.3,44.9,91.2,3.88,0.45,0.0,0.0,2.84,1.49,0.15,0.75,1.19,0.0,0.0,0.0,10.9,2.99,1.49,66.7
1395,1396,Roque Mesa,ESP,MF,Valladolid,La Liga,33,1989,7,6,499,5.5,0.0,1.27,0.73,57.1,0.0,0.0,26.3,0.0,0.0,0.0,37.3,45.5,82.0,805.5,188.5,12.5,14.9,84.1,16.4,18.5,88.2,7.64,10.4,73.7,0.18,0.73,6.18,0.73,0.0,3.82,45.5,43.1,2.36,2.36,0.18,3.64,2.55,0.55,0.0,0.0,0.0,0.0,33.8,2.91,8.73,9.82,33.6,1.27,0.0,0.0,37.3,0.36,0.73,0.73,0.73,1.27,1.27,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,2.0,0.91,1.64,0.36,0.0,0.36,1.64,22.2,1.27,15.3,4.36,28.6,8.36,5.45,1.45,1.09,0.0,0.0,1.09,1.09,3.09,1.09,0.0,56.9,4.0,19.8,34.4,7.82,0.18,55.5,1.09,1.82,60.0,1.09,0.0,42.4,268.4,120.0,5.09,0.73,0.18,0.91,2.0,41.1,38.9,94.7,0.73,0.36,0.0,0.0,2.36,2.36,0.0,0.55,0.91,0.0,0.0,0.0,9.64,0.91,0.73,55.6
1409,1410,Éder Militão,BRA,DF,Real Madrid,La Liga,24,1998,6,5,459,5.1,0.2,0.59,0.2,33.3,0.33,1.0,9.8,0.0,0.0,0.0,49.2,52.5,93.7,1103.7,331.2,11.6,11.6,100.0,25.1,25.7,97.7,10.0,12.7,78.5,0.0,0.2,2.94,0.0,0.0,1.57,52.5,48.4,4.12,0.39,0.2,3.92,2.16,0.0,0.0,0.0,0.0,0.0,43.5,2.55,6.47,3.53,46.9,0.59,0.78,0.0,49.2,0.0,0.98,0.2,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.98,0.59,0.59,0.0,0.39,0.78,50.0,0.39,6.47,2.55,39.4,3.73,2.35,0.39,2.55,1.76,0.0,0.78,1.76,2.94,4.12,0.2,63.9,14.5,42.0,26.1,1.76,0.59,60.0,0.78,1.18,66.7,1.18,0.0,41.0,231.0,112.4,1.37,0.0,0.0,0.39,0.39,44.7,43.9,98.2,0.2,0.0,0.0,0.0,0.98,1.18,0.0,0.0,0.98,0.0,0.2,0.0,5.29,2.94,2.16,57.7
1411,1412,Luis Milla,ESP,MF,Getafe,La Liga,28,1994,2,1,117,1.3,0.0,0.77,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,43.1,49.2,87.5,737.7,189.2,20.0,20.0,100.0,19.2,20.8,92.6,3.08,7.69,40.0,0.0,0.77,3.08,0.77,0.0,3.85,49.2,44.6,4.62,2.31,0.0,7.69,1.54,0.0,2.31,0.0,1.54,0.0,38.5,1.54,9.23,6.15,41.5,0.0,0.0,0.0,43.1,0.0,0.0,0.0,0.0,0.77,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.77,1.54,0.77,0.0,1.54,3.08,50.0,1.54,16.2,2.31,14.3,7.69,6.92,1.54,0.77,0.0,0.0,0.77,1.54,3.85,1.54,0.0,56.2,0.77,12.3,38.5,8.46,0.0,51.5,0.0,0.0,0.0,0.0,0.0,31.5,126.2,49.2,1.54,0.0,0.0,0.0,0.0,39.2,38.5,98.0,0.0,1.54,0.77,0.77,3.08,0.0,0.0,0.0,0.77,0.0,0.0,0.0,5.38,3.08,3.08,50.0
1412,1413,Pere Milla,ESP,MFFW,Elche,La Liga,30,1992,6,2,265,2.9,0.0,0.69,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,25.5,30.3,84.1,377.9,110.7,15.2,17.2,88.0,7.93,9.31,85.2,1.72,2.07,83.3,0.0,1.38,1.72,1.38,0.0,2.76,30.3,29.7,0.69,0.34,0.34,4.48,0.0,0.69,0.0,0.0,0.0,0.0,24.5,2.76,3.1,22.8,5.86,1.03,0.0,0.0,25.5,0.0,0.69,0.0,1.72,2.41,1.72,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.03,0.34,0.0,1.03,0.34,1.72,20.0,1.38,14.5,3.45,23.8,3.45,4.83,6.21,1.72,0.69,0.0,1.03,1.72,3.1,0.0,0.0,42.4,0.69,4.48,24.5,17.9,3.45,41.7,1.38,2.07,66.7,1.38,0.0,33.4,146.2,80.0,3.79,2.41,0.0,4.48,1.03,36.6,30.7,84.0,5.86,0.69,0.0,0.0,1.03,1.72,1.03,0.69,1.03,0.0,0.0,0.0,4.83,0.69,2.07,25.0
1415,1416,Marko Milovanovi?,SRB,FW,Almería,La Liga,19,2003,2,0,15,0.2,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,25.0,45.0,55.6,340.0,55.0,5.0,15.0,33.3,15.0,20.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,40.0,5.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,15.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,33.3,0.0,0.0,15.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,30.0,40.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,35.0,5.0,5.0,0.0,0.0,10.0,60.0,50.0,83.3,15.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,25.0,44.4
1420,1421,Óscar Mingueza,ESP,DF,Celta Vigo,La Liga,23,1999,3,0,30,0.3,0.0,3.33,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,50.0,80.0,62.5,966.7,280.0,26.7,33.3,80.0,10.0,13.3,75.0,13.3,30.0,44.4,0.0,0.0,0.0,0.0,0.0,3.33,80.0,50.0,30.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,46.7,13.3,20.0,3.33,46.7,0.0,30.0,0.0,50.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.33,6.67,0.0,0.0,6.67,13.3,50.0,6.67,36.7,13.3,36.4,26.7,10.0,0.0,3.33,0.0,0.0,3.33,0.0,6.67,10.0,0.0,100.0,3.33,33.3,53.3,20.0,3.33,70.0,0.0,0.0,0.0,0.0,0.0,36.7,173.3,140.0,3.33,3.33,0.0,0.0,0.0,43.3,36.7,84.6,6.67,3.33,0.0,0.0,6.67,0.0,0.0,0.0,3.33,0.0,3.33,0.0,10.0,0.0,6.67,0.0
1421,1422,Rafa Mir,ESP,FW,Sevilla,La Liga,25,1997,4,4,304,3.4,0.29,3.24,0.59,18.2,0.09,0.5,13.5,0.0,0.0,0.0,10.3,14.1,72.9,143.8,29.7,5.88,7.06,83.3,2.94,4.12,71.4,0.59,1.47,40.0,0.0,0.59,0.59,0.0,0.0,0.0,14.1,12.1,2.06,0.0,0.0,3.24,0.0,0.59,0.0,0.0,0.0,0.0,9.71,2.06,2.35,2.06,8.82,0.88,0.0,0.59,10.3,0.29,0.0,0.29,0.59,1.47,0.88,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,8.24,2.35,28.6,0.88,3.53,3.82,0.29,0.0,0.0,0.29,0.59,0.88,1.47,0.0,25.0,1.47,3.82,12.4,10.0,4.12,22.9,0.0,0.88,0.0,0.29,0.29,12.4,63.2,36.5,2.06,0.29,1.47,2.65,0.59,30.9,16.5,53.3,4.12,0.29,0.0,0.0,1.18,0.59,2.35,0.59,0.0,0.0,0.0,0.0,3.24,2.65,2.65,50.0
